address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 808 Minnesota Street #354,1.5,1,855,8/4/2014,820000,37.759689,-122.390861,Central Waterfront - Dogpatch,4,Condominium,2009,94107
Address: 1507 33rd Avenue,1.5,3,1625,8/4/2014,940000,37.758945,-122.492137,Central Sunset,6,SingleFamily,1931,94122
Address: 199 Tiffany Avenue #408,2,2,1272,8/4/2014,950000,37.744274,-122.42128,Bernal Heights,5,Condominium,2004,94110
Address: 1626 34th Avenue,3,4,2150,8/4/2014,950000,37.756724,-122.49244,Central Sunset,5,SingleFamily,1940,94122
Address: 643 Minna Street,6,9,5050,8/4/2014,2390000,37.777847,-122.411311,South of Market,18,MultiFamily2To4,1915,94103
Address: 301 Crescent Court #3201,1,1,804,8/1/2014,400000,37.711178,-122.388069,Bayview,3,Condominium,2007,94134
Address: 151 Sadowa Street,2,3,720,8/1/2014,552000,37.71205,-122.457572,Oceanview,4,Townhouse,1908,94112
Address: 1818 23rd Street,1,2,1134,8/1/2014,600000,37.754995,-122.39811,Potrero Hill,4,Condominium,1988,94107
Address: 171 Vernon Street,1,2,1025,8/1/2014,630000,37.715575,-122.468289,Ingleside Heights,5,SingleFamily,1952,94132
Address: 555 4th Street #641,1,1,700,8/1/2014,675500,37.779422,-122.396712,South of Market,4,Condominium,2006,94107
Address: 1970 30th Avenue,1,2,1050,8/1/2014,776000,37.750561,-122.487707,Parkside,4,SingleFamily,1940,94116
Address: 117 Manchester Street,1,1,640,8/1/2014,1030000,37.744643,-122.413887,Bernal Heights,4,SingleFamily,1906,94110
Address: 763 32nd Avenue,4,5,2745,8/20/2015,2000000,37.774771,-122.492204,Outer Richmond,14,SingleFamily,1926,94121
Address: 160 Molimo Drive,2,4,1845,8/1/2014,1150000,37.737476,-122.448743,Miraloma Park,7,SingleFamily,1953,94127
Address: 2000 10th Avenue,2.3,3,1376,8/1/2014,1200000,37.750807,-122.466194,Forest Hill,5,SingleFamily,1929,94116
Address: 160 Kenwood Way,2,3,2470,8/1/2014,1260000,37.728241,-122.462126,Mount Davidson Manor,7,SingleFamily,1929,94127
Address: 150 Alpine Terrace,1,3,1650,8/1/2014,1700000,37.768083,-122.437628,Buena Vista Park,6,SingleFamily,1906,94117
Address: 4417 20th Street,3,3,2442,8/1/2014,2185000,37.757312,-122.437273,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,94114
Address: 2251 Washington Street,3,3,2200,8/1/2014,2675000,37.791843,-122.430232,Pacific Heights,10,Condominium,1947,94115
Address: 2885 Union Street,3.5,3,2334,8/1/2014,3300000,37.795533,-122.446653,Cow Hollow,6,SingleFamily,1913,94123
Address: 1 Miramar Avenue,1,2,925,7/31/2014,503000,37.718332,-122.458416,Ingleside,4,SingleFamily,1940,94112
Address: 151 Howth Street,1,2,925,7/31/2014,530000,37.721353,-122.450267,Ingleside,5,SingleFamily,1908,94112
Address: 1804 Ellis Street #F,1,2,825,5/29/2015,725000,37.78228,-122.43682,Western Addition,3,Condominium,1986,94115
Address: 1411 Revere Avenue,1,2,1065,7/31/2014,550000,37.729519,-122.386832,Bayview,5,SingleFamily,1950,94124
Address: 501 Crescent Way #5111,2,2,875,7/31/2014,600000,37.711929,-122.388603,Bayview,4,Condominium,2006,94134
Address: 39 Stoneyford Avenue,1,2,862,7/31/2014,630000,37.730529,-122.420741,Excelsior,4,SingleFamily,1942,94112
Address: 264 Orizaba Avenue,1,1,1940,8/21/2015,1010000,37.71364,-122.462252,Oceanview,8,SingleFamily,1928,94132
Address: 487 Oxford Street,2,3,1340,7/31/2014,725000,37.723998,-122.418254,Portola,5,SingleFamily,1955,94134
Address: 1515 15th Street #408,1,1,650,7/31/2014,734000,37.766736,-122.417984,Mission,3,Condominium,2014,94103
Address: 2542 Hyde Street,1,3,1362,7/31/2014,820000,37.804401,-122.42003,Russian Hill,6,Condominium,1908,94109
Address: 8 Buchanan Street #501,1,2,786,7/31/2014,839000,37.769856,-122.426551,Hayes Valley,4,Condominium,2014,94102
Address: 1430 36th Avenue,1,2,1250,7/31/2014,850000,37.760289,-122.494858,Central Sunset,5,SingleFamily,1945,94122
Address: 2114 31st Avenue,1,2,1350,7/31/2014,870000,37.747743,-122.488627,Parkside,5,SingleFamily,1939,94116
Address: 410 Vienna Street,2,3,2700,8/1/2014,950000,37.721928,-122.429646,Excelsior,11,SingleFamily,1911,94112
Address: 2551 20th Avenue,1,5,1933,7/31/2014,1038000,37.740161,-122.476892,Parkside,9,SingleFamily,1925,94116
Address: 1484 22nd Avenue,2,3,1100,7/31/2014,1072000,37.760025,-122.479813,Central Sunset,5,SingleFamily,1925,94122
Address: 1515 15th Street #205,2,2,1113,3/10/2015,285000,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 1515 15th Street #505,2,2,1113,7/31/2014,1180000,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 242 Topaz Way,3,3,1875,7/31/2014,1200000,37.740034,-122.437943,Diamond Heights,6,Condominium,1976,94131
Address: 1645 Pacific Avenue #2B,2,2,1257,7/30/2014,1395000,37.794897,-122.422289,Nob Hill,6,Condominium,2014,94109
Address: 88 King Street #820,2,2,1165,7/31/2014,1495000,37.78063,-122.389635,South Beach,4,Condominium,2000,94107
Address: 2167 18th Avenue,2,3,1550,7/31/2014,1565000,37.747417,-122.475269,Inner Parkside,6,SingleFamily,1927,94116
Address: 56 Lopez Avenue,2.5,3,2000,7/31/2014,2100000,37.747658,-122.463769,Forest Hill,6,SingleFamily,1928,94116
Address: 8 Buchanan Street #904,2,2,1015,7/30/2014,1260000,37.769856,-122.426551,Hayes Valley,5,Condominium,2014,94102
Address: 1895 Pacific Avenue #203,1,1,1044,7/30/2014,825000,37.794168,-122.426243,Pacific Heights,4,Condominium,1931,94109
Address: 503 Lakeview Avenue,1,2,504,7/30/2014,470000,37.718095,-122.454381,Oceanview,4,SingleFamily,1922,94112
Address: 67 Landers Street,1,2,1072,7/30/2014,1856000,37.766778,-122.427447,Mission,5,SingleFamily,1904,94114
Address: 335 Lake Street,1.5,2,1410,7/30/2014,995000,37.786495,-122.46316,Lake,4,Condominium,1907,94118
Address: 131 Bella Vista Way,1.5,3,1214,7/30/2014,1043000,37.737872,-122.448212,Miraloma Park,5,SingleFamily,1941,94127
Address: 2958 Diamond Street,4,6,3002,7/30/2014,1710000,37.732776,-122.434657,Glen Park,13,MultiFamily2To4,1978,94131
Address: 907 Dwight Street,1,2,875,7/30/2014,360000,37.721379,-122.411113,Portola,4,SingleFamily,1957,94134
Address: 1515 15th Street #309,2,2,985,1/23/2015,286500,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 616 20th Street #210,1,2,770,7/29/2014,254000,37.760581,-122.387846,Central Waterfront - Dogpatch,4,Condominium,2013,94107
Address: 1125 18th Street #1,1,1,523,7/29/2014,631000,37.762562,-122.394157,Potrero Hill,3,Condominium,1914,94107
Address: 1635 18th Street,1.5,1,851,7/29/2014,825000,37.76181,-122.398865,Potrero Hill,3,Condominium,1995,94107
Address: 1200 Gough Street #8A,2,2,1500,7/29/2014,900000,37.78482,-122.423994,Van Ness - Civic Center,5,MultiFamily2To4,1966,94109
Address: 40 Glover Street,2,3,1120,7/29/2014,1425000,37.797325,-122.416021,Russian Hill,5,SingleFamily,1931,94109
Address: 1070 Capitol Avenue,2,3,1288,7/29/2014,800000,37.721309,-122.458885,Ingleside,6,SingleFamily,1964,94112
Address: 132 Sagamore Street,2,3,1680,7/29/2014,810000,37.711708,-122.457242,Oceanview,7,SingleFamily,1900,94112
Address: 20 Agnon Avenue,2,3,1660,7/29/2014,1060000,37.734892,-122.422399,Bernal Heights,7,SingleFamily,1929,94112
Address: 1880 Steiner Street #208,2,2,942,7/29/2014,925000,37.786575,-122.43472,Lower Pacific Heights,4,Condominium,1999,94115
Address: 2001 McAllister Street #312,2,2,1040,7/29/2014,950000,37.776382,-122.44574,North Panhandle,4,Condominium,2002,94118
Address: 8332 Geary Boulevard,1,2,1134,7/29/2014,1100000,37.779281,-122.508948,Outer Richmond,4,SingleFamily,1940,94121
Address: 654 23rd Avenue,1.25,3,1365,7/29/2014,1450000,37.775379,-122.481916,Central Richmond,7,SingleFamily,1919,94121
Address: 435 Marina Boulevard,2,3,2587,7/29/2014,5400000,37.805741,-122.440511,Marina,7,SingleFamily,1986,94123
Address: 1729 Oakdale Avenue,1,3,800,7/29/2014,420000,37.735972,-122.393293,Silver Terrace,4,SingleFamily,1923,94124
Address: 3330 San Bruno Avenue,2,4,2090,7/29/2014,680000,37.719763,-122.400875,Visitacion Valley,8,Duplex,1947,94134
Address: 135 Valencia Street #A210,1,2,896,7/28/2014,725000,37.77111,-122.422065,South of Market,3,Condominium,1997,94103
Address: 2111 Franklin Street #9,1,1,1118,7/28/2014,1000000,37.793929,-122.424924,Pacific Heights,5,Condominium,1922,94109
Address: 129 Faith Street,3,3,1906,7/28/2014,1465000,37.744086,-122.406613,Bernal Heights,6,SingleFamily,2004,94110
Address: 2210 Pine Street,2,3,2070,7/29/2014,3100000,37.788303,-122.432582,Lower Pacific Heights,7,SingleFamily,1900,94115
Address: 521 Waller Street,3,5,4220,7/28/2014,2355000,37.770679,-122.432281,Hayes Valley,14,MultiFamily2To4,1900,94117
Address: 177 Carnelian Way,2.5,3,1643,7/28/2014,1140000,37.748005,-122.440261,Diamond Heights,9,Condominium,1976,94131
Address: 300 Berry Street #307,1,1,591,7/28/2014,650000,37.77393,-122.39624,South of Market,3,Condominium,2009,94158
Address: 250 King Street #570,2,3,1518,7/25/2014,1057500,37.777641,-122.393417,South of Market,5,Condominium,2004,94107
Address: 461 2nd Street #552T,2,1,1698,7/25/2014,1325000,37.783699,-122.39359,South Beach,4,Condominium,1907,94107
Address: 725 Pine Street #102,1,1,590,7/25/2014,600,37.791015,-122.407699,Downtown,2,Condominium,1920,94108
Address: 850 Powell Street #500,2,2,1188,7/25/2014,880000,37.79286,-122.40895,Nob Hill,4,Condominium,1923,94108
Address: 1452 Bush Street #3,2.5,2,1296,7/25/2014,903500,37.788839,-122.42127,Van Ness - Civic Center,4,Condominium,2004,94109
Address: 249 Coleridge Street,1,2,998,7/25/2014,950000,37.742011,-122.420722,Bernal Heights,4,SingleFamily,1908,94110
Address: 25 Kingston Street,3,3,1552,7/25/2014,1251000,37.741895,-122.422878,Bernal Heights,4,SingleFamily,1908,94110
Address: 81 Aztec Street,1,1,1100,7/25/2014,1500000,37.745669,-122.415425,Bernal Heights,6,SingleFamily,1889,94110
Address: 101 Lombard Street #909W,2,2,1712,7/25/2014,2060000,37.80347,-122.40409,Telegraph Hill,5,Condominium,1983,94111
Address: 246 Prague Street,1,3,1000,7/25/2014,685000,37.718307,-122.428014,Excelsior,6,SingleFamily,1927,94112
Address: 655 Corbett Avenue #401,1,1,703,7/25/2014,690000,37.756505,-122.442985,Twin Peaks,2,Condominium,1964,94114
Address: 629 Alvarado Street,2,2,1017,7/25/2014,1690000,37.753405,-122.435012,Noe Valley,6,SingleFamily,1913,94114
Address: 2918 Pine Street,1,1,668,7/25/2014,553000,37.786797,-122.444016,Lower Pacific Heights,3,Condominium,1908,94115
Address: 1647 Grove Street,2,3,1717,7/25/2014,1125000,37.774915,-122.4437,North Panhandle,6,Condominium,1908,94117
Address: 2001 McAllister Street #123,2,2,1021,7/25/2014,965000,37.776385,-122.4457,North Panhandle,4,Condominium,2002,94118
Address: 727 Foerster Street,2,3,1176,7/25/2014,975000,37.734344,-122.449228,Miraloma Park,4,SingleFamily,1960,94127
Address: 616 Arlington Street,2,2,1400,7/31/2014,1200000,37.733745,-122.432307,Glen Park,5,SingleFamily,1938,94131
Address: 433 Day Street,3.5,5,2312,7/25/2014,2360000,37.742337,-122.431805,Noe Valley,12,SingleFamily,1924,94131
Address: 645 Congo Street,2,3,2208,7/25/2014,2500000,37.734997,-122.442246,Glen Park,8,SingleFamily,1917,94131
Address: 3981 Alemany Boulevard #201,1,1,746,7/25/2014,370000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,94132
Address: 3981 Alemany Boulevard #207,1,1,747,7/25/2014,481000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,94132
Address: 36 Houston Street,3,4,2351,7/25/2014,1700000,37.80401,-122.416265,Russian Hill,7,Condominium,1993,94133
Address: 347 Holyoke Street,2,3,2025,7/25/2014,850000,37.726986,-122.408481,Portola,9,SingleFamily,1926,94134
Address: 8 Buchanan Street #401,1,2,789,7/24/2014,823000,37.769856,-122.426551,Hayes Valley,4,Condominium,2014,94102
Address: 1515 15th Street #303,1,1,650,7/24/2014,729000,37.766736,-122.417984,Mission,3,Condominium,2014,94103
Address: 1998 Broadway #607,2,2,1030,7/24/2014,1140000,37.795275,-122.4298,Pacific Heights,5,Condominium,1964,94109
Address: 1855 Jones Street,3,4,2598,7/24/2014,2650000,37.798383,-122.415706,Russian Hill,7,Condominium,1939,94109
Address: 43 Bache Street,1,2,1400,4/3/2015,1580000,37.734183,-122.417357,Bernal Heights,4,SingleFamily,1906,94110
Address: 1598 Dolores Street #13,2,2,1056,7/24/2014,875000,37.744019,-122.424828,Noe Valley,5,Condominium,2004,94110
Address: 68 Presidio Avenue,3.5,4,4386,7/24/2014,7750000,37.790986,-122.447272,Pacific Heights,11,SingleFamily,1916,94115
Address: 9 Rosemary Court,3,4,2460,7/24/2014,1205000,37.737627,-122.481378,Parkside,8,SingleFamily,1962,94116
Address: 1850 Funston Avenue,2,3,1503,7/24/2014,1381000,37.753237,-122.470012,Golden Gate Heights,5,SingleFamily,1957,94116
Address: 2001 McAllister Street #110,2,2,1015,7/24/2014,965000,37.776382,-122.445739,North Panhandle,4,Condominium,2002,94118
Address: 218 Anza Street,2,2,1876,7/24/2014,1100000,37.781074,-122.449241,Lone Mountain,7,MultiFamily2To4,1884,94118
Address: 708 2nd Avenue,1.5,4,3418,7/24/2014,2090000,37.775323,-122.459275,Inner Richmond,9,SingleFamily,1905,94118
Address: 2090 Vallejo Street,6,6,9378,7/24/2014,9500000,37.795948,-122.431681,Pacific Heights,15,SingleFamily,1919,94123
Address: 53 Wilder Street #404,2,2,1301,7/24/2014,1010000,37.733982,-122.43362,Glen Park,5,Condominium,2006,94131
Address: 36 Meadowbrook Drive,3,4,2205,10/23/2015,1495000,37.733527,-122.484333,Lakeshore,11,SingleFamily,1941,94132
Address: 42 West View Avenue,1.5,2,850,7/24/2014,521500,37.730883,-122.418298,Portola,4,SingleFamily,1943,94134
Address: 1121 Burrows Street,1,3,1225,7/24/2014,790000,37.726179,-122.414478,Portola,5,SingleFamily,1957,94134
Address: 355 1st Street #2305,2,2,1166,7/23/2014,1450000,37.787029,-122.3936,South Beach,4,Condominium,2004,94105
Address: 501 Beale Street #18D,2,2,1259,7/23/2014,1860000,37.786235,-122.389068,South Beach,4,Condominium,2006,94105
Address: 300 3rd Street #614,1,1,850,7/23/2014,649000,37.783184,-122.399084,Yerba Buena,3,Condominium,1990,94107
Address: 2363 Larkin Street #31,1,1,800,7/23/2014,756000,37.799705,-122.421145,Russian Hill,4,Condominium,1923,94109
Address: 400 France Avenue,2,3,1143,7/23/2014,805000,37.718302,-122.435102,Excelsior,5,SingleFamily,1954,94112
Address: 278 Upper Terrace,3,4,1955,7/23/2014,1975000,37.762951,-122.445341,Parnassus - Ashbury,5,SingleFamily,1950,94117
Address: 135 14th Avenue,3.5,5,2045,7/23/2014,3018000,37.785578,-122.473551,Lake,9,SingleFamily,1911,94118
Address: 2165 Beach Street #5,2,2,1515,7/23/2014,1370000,37.803279,-122.444692,Marina,5,Townhouse,1929,94123
Address: 88 Riverton Drive,2,2,1154,7/23/2014,1150000,37.73252,-122.486908,Lakeshore,5,SingleFamily,1948,94132
Address: 1330 Stevenson Street #C301,1,2,739,7/22/2014,628000,37.77111,-122.422065,South of Market,4,Condominium,1997,94103
Address: 201 Harrison Street #1021,1,1,733,7/22/2014,675000,37.787585,-122.39048,South Beach,2,Condominium,1991,94105
Address: 338 Spear Street #41E,2,3,1300,7/22/2014,2600000,37.789533,-122.390371,South Beach,5,Condominium,2009,94105
Address: 300 3rd Street #1007,1,1,946,7/22/2014,750000,37.783184,-122.399084,Yerba Buena,3,Condominium,1990,94107
Address: 229 Brannan Street #12G,2,2,1517,7/22/2014,1525000,37.782575,-122.390364,South Beach,4,Condominium,2001,94107
Address: 1080 Sutter Street #402,2,3,1155,7/22/2014,233000,37.788066,-122.418065,Downtown,4,Condominium,2014,94109
Address: 1645 Pacific Avenue #5B,2,2,1257,7/22/2014,1520000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,94109
Address: 3776 25th Street,2,3,1553,7/22/2014,2000000,37.750509,-122.424425,Mission,6,SingleFamily,1908,94110
Address: 150 Lombard Street #101E,1,1,936,4/16/2004,580000,37.80347,-122.40409,Telegraph Hill,4,Condominium,1983,94111
Address: 101 Lombard Street #216E,1,1,944,7/22/2014,830000,37.80347,-122.40409,Telegraph Hill,4,Condominium,1983,94111
Address: 346 Hearst Avenue,1,2,1029,7/22/2014,750000,37.730955,-122.445398,Sunnyside,5,SingleFamily,1900,94112
Address: 460 Noe Street,3,3,2949,7/22/2014,1770000,37.761666,-122.433212,Eureka Valley - Dolores Heights - Castro,10,SingleFamily,1901,94114
Address: 274 15th Avenue,2,4,1952,7/22/2014,860000,37.783005,-122.473808,Central Richmond,8,SingleFamily,1910,94118
Address: 233 Stanyan Street,3,3,1811,7/22/2014,1462000,37.776724,-122.455316,Lone Mountain,7,SingleFamily,1938,94118
Address: 1291 5th Avenue,3.5,3,1970,7/22/2014,2150000,37.764457,-122.462333,Inner Sunset,7,SingleFamily,1900,94122
Address: 1067 Gilman Avenue,1,2,906,7/22/2014,540000,37.718742,-122.389574,Bayview,6,SingleFamily,1953,94124
Address: 527 Mangels Avenue,2,3,1776,7/22/2014,1044500,37.732832,-122.449539,Sunnyside,6,SingleFamily,1927,94127
Address: 125 Randall Street,1,2,1525,7/22/2014,1200000,37.73952,-122.42616,Glen Park,5,Condominium,1925,94131
Address: 489 Day Street,1,2,1058,7/22/2014,1320000,37.742276,-122.432839,Noe Valley,5,SingleFamily,1924,94131
Address: 566 Duncan Street #A,2,3,1866,7/22/2014,1450000,37.745995,-122.432729,Noe Valley,7,Condominium,1989,94131
Address: 63 Belle Avenue,4,5,2402,7/22/2014,680000,37.708471,-122.470271,Ingleside Heights,8,SingleFamily,1945,94132
Address: 325 Berry Street #505,2,2,1303,7/22/2014,1308000,37.773388,-122.39576,South of Market,5,Condominium,2007,94158
Address: 121 9th Street #403,1,1,555,7/21/2014,607500,37.776088,-122.41407,South of Market,3,Condominium,2011,94103
Address: 63 Seville Street,1,2,1470,7/21/2014,710000,37.711643,-122.434765,Crocker Amazon,7,SingleFamily,1924,94112
Address: 288 Chattanooga Street,3,3,2004,7/21/2014,2329000,37.751938,-122.426578,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1883,94114
Address: 664 Arguello Boulevard,1,2,902,7/21/2014,835000,37.777809,-122.458282,Lone Mountain,5,Condominium,1910,94118
Address: 669 44th Avenue,2,3,1808,7/21/2014,1175000,37.775978,-122.505194,Outer Richmond,7,SingleFamily,1918,94121
Address: 134 Leland Avenue,1.5,3,1000,7/21/2014,702000,37.712358,-122.406093,Visitacion Valley,8,SingleFamily,1976,94134
Address: 1160 Mission Street #513,2,2,1131,7/18/2014,887000,37.778706,-122.412636,South of Market,4,Condominium,2008,94103
Address: 1217 York Street,1.3,3,1620,7/18/2014,1300000,37.752291,-122.407858,Mission,6,SingleFamily,1900,94110
Address: 1448 8th Avenue,1,2,1410,7/18/2014,1197000,37.761339,-122.464722,Inner Sunset,6,Condominium,1923,94122
Address: 1632 48th Avenue,3,5,1758,7/18/2014,1035000,37.755957,-122.507431,Outer Sunset,8,SingleFamily,1910,94122
Address: 1641 Green Street,4,4,2442,11/10/2015,4150000,37.797039,-122.426092,Pacific Heights,7,SingleFamily,1940,94123
Address: 1645 Pacific Avenue #1A,2,2,1003,2/18/2015,249000,37.794658,-122.422325,Nob Hill,5,Condominium,2014,94109
Address: 1673 19th Avenue,2,2,1546,7/18/2014,880000,37.756444,-122.476916,Central Sunset,5,Condominium,2001,94122
Address: 1738 26th Avenue,3,5,1885,7/18/2014,860000,37.755035,-122.483723,Central Sunset,9,SingleFamily,1928,94122
Address: 1839 15th Street #156,1,2,978,1/9/2015,880000,37.765474,-122.424915,Mission,4,Condominium,1983,94103
Address: 1970 Scott Street #1,3,3,1844,7/18/2014,1650000,37.788019,-122.438498,Lower Pacific Heights,7,Condominium,1978,94115
Address: 2040 Laguna Street #401,2,3,1586,7/18/2014,1635000,37.790126,-122.42872,Pacific Heights,6,SingleFamily,1978,94115
Address: 207 King Street #512,1.5,2,1455,7/18/2014,1125000,37.777528,-122.391686,South of Market,5,Condominium,2003,94107
Address: 231 Holly Park Circle,3,2,2150,7/18/2014,1753000,37.737405,-122.418497,Bernal Heights,5,SingleFamily,1908,94110
Address: 258 Sussex Street,1.5,2,1043,7/18/2014,950000,37.736731,-122.437421,Glen Park,5,SingleFamily,1949,94131
Address: 2646 Post Street #2,1,1,845,7/18/2014,615000,37.783792,-122.445556,Lower Pacific Heights,12,Condominium,1927,94115
Address: 39 Boardman Place #105,2,2,1129,7/18/2014,925000,37.774793,-122.402797,South of Market,4,Condominium,1996,94103
Address: 425 1st Street #1706,2,2,1238,7/18/2014,1460000,37.786064,-122.392174,South Beach,4,Condominium,2008,94105
